config_categorie,legacy_parameter_name,parameter,list_name
retrieve_hass_conf,freq,optimization_time_step
retrieve_hass_conf,days_to_retrieve,historic_days_to_retrieve
retrieve_hass_conf,var_PV,sensor_power_photovoltaics
retrieve_hass_conf,var_PV_forecast,sensor_power_photovoltaics_forecast
retrieve_hass_conf,sensor_power_photovoltaics_phase,sensor_power_photovoltaics_phase
retrieve_hass_conf,sensor_power_photovoltaics_per_panel,sensor_power_photovoltaics_per_panel
retrieve_hass_conf,var_battery_power,sensor_power_battery
retrieve_hass_conf,var_battery_soc,sensor_battery_state_of_charge
retrieve_hass_conf,var_load,sensor_power_load_no_var_loads
retrieve_hass_conf,sensor_power_load_phase,sensor_power_load_phase
retrieve_hass_conf,load_negative,load_negative
retrieve_hass_conf,set_zero_min,set_zero_min
retrieve_hass_conf,var_replace_zero,sensor_replace_zero,list_sensor_replace_zero
retrieve_hass_conf,var_interp,sensor_linear_interp,list_sensor_linear_interp
retrieve_hass_conf,use_influxdb,use_influxdb
retrieve_hass_conf,influxdb_host,influxdb_host
retrieve_hass_conf,influxdb_port,influxdb_port
retrieve_hass_conf,influxdb_database,influxdb_database
retrieve_hass_conf,influxdb_measurement,influxdb_measurement
retrieve_hass_conf,influxdb_retention_policy,influxdb_retention_policy
retrieve_hass_conf,influxdb_use_ssl,influxdb_use_ssl
retrieve_hass_conf,influxdb_verify_ssl,influxdb_verify_ssl
retrieve_hass_conf,method_ts_round,method_ts_round
retrieve_hass_conf,continual_publish,continual_publish
retrieve_hass_conf,use_websocket,use_websocket
retrieve_hass_conf,ssl_no_verify,ssl_no_verify
params_secrets,hass_url,hass_url
params_secrets,long_lived_token,long_lived_token
params_secrets,time_zone,time_zone
params_secrets,lat,Latitude
params_secrets,lon,Longitude
params_secrets,alt,Altitude
params_secrets,solcast_api_key,solcast_api_key
params_secrets,solcast_rooftop_id,solcast_rooftop_id
params_secrets,solar_forecast_kwp,solar_forecast_kwp
params_secrets,influxdb_username,influxdb_username
params_secrets,influxdb_password,influxdb_password
optim_conf,costfun,costfun
optim_conf,logging_level,logging_level
optim_conf,set_use_pv,set_use_pv
optim_conf,set_use_adjusted_pv,set_use_adjusted_pv
optim_conf,adjusted_pv_regression_model,adjusted_pv_regression_model
optim_conf,adjusted_pv_solar_elevation_threshold,adjusted_pv_solar_elevation_threshold
optim_conf,adjusted_pv_model_max_age,adjusted_pv_model_max_age
optim_conf,set_use_battery,set_use_battery
optim_conf,set_use_battery_identification,set_use_battery_identification
optim_conf,battery_identification_trust_tier,battery_identification_trust_tier
optim_conf,battery_identification_model_max_age,battery_identification_model_max_age
optim_conf,num_def_loads,number_of_deferrable_loads
optim_conf,load_names,load_names
optim_conf,load_phase,load_phase
optim_conf,load_washdata_enabled,load_washdata_enabled
optim_conf,load_washdata_device,load_washdata_device
optim_conf,P_deferrable_nom,nominal_power_of_deferrable_loads,list_nominal_power_of_deferrable_loads
optim_conf,load_type,load_type
optim_conf,load_dispatch_mode,load_dispatch_mode
optim_conf,load_programs,load_programs
optim_conf,required_energy_kwh_of_each_deferrable_load,required_energy_kwh_of_each_deferrable_load
optim_conf,minimum_power_of_deferrable_loads,minimum_power_of_deferrable_loads
optim_conf,cost_forecast_per_deferrable_load,cost_forecast_per_deferrable_load
optim_conf,heat_topology,heat_topology
optim_conf,is_electric_load,is_electric_load
optim_conf,def_total_hours,operating_hours_of_each_deferrable_load,list_operating_hours_of_each_deferrable_load
optim_conf,treat_def_as_semi_cont,treat_deferrable_load_as_semi_cont,list_treat_deferrable_load_as_semi_cont
optim_conf,set_def_constant,set_deferrable_load_single_constant,list_set_deferrable_load_single_constant
optim_conf,def_start_penalty,set_deferrable_startup_penalty,list_set_deferrable_startup_penalty
optim_conf,deferrable_load_max_cost,deferrable_load_max_cost
optim_conf,delta_forecast,delta_forecast_daily
optim_conf,load_forecast_method,load_forecast_method
optim_conf,load_forecast_quantile_bias,load_forecast_quantile_bias
optim_conf,load_quantile_spread_refit_window_days,load_quantile_spread_refit_window_days
optim_conf,load_quantile_spread_refit_forgetting_factor,load_quantile_spread_refit_forgetting_factor
optim_conf,load_cost_forecast_method,load_cost_forecast_method
